subject	who	net	comparison	value
0	model	1	1	0.0
1	model	1	1	0.0
2	model	1	1	0.0
3	model	1	1	0.0
4	model	1	1	0.0
5	model	1	1	0.0
6	model	1	1	0.0
7	model	1	1	0.0
8	model	1	1	0.0
9	model	1	1	0.0
10	model	1	1	0.0
11	model	1	1	0.0
12	model	1	1	0.0
13	model	1	1	0.0
14	model	1	1	0.0
15	model	1	1	0.0
16	model	1	1	0.0
17	model	1	1	0.0
18	model	1	1	0.0
19	model	1	1	0.0
20	model	1	1	0.0
21	model	1	1	0.0
22	model	1	1	0.0
23	model	1	1	0.0
24	model	1	1	0.0
0	model	1	0.5	-0.009569108480631305
1	model	1	0.5	-0.032316378664052126
2	model	1	0.5	-0.05975484798735231
3	model	1	0.5	-0.03275402762028046
4	model	1	0.5	-0.010865329061729212
5	model	1	0.5	-0.03390406593423945
6	model	1	0.5	-0.042218217492245746
7	model	1	0.5	-0.016290150469279063
8	model	1	0.5	-0.04680534254066748
9	model	1	0.5	-0.019508593744122837
10	model	1	0.5	-0.0429244682647586
11	model	1	0.5	-0.06621431991940963
12	model	1	0.5	-0.04331813896125292
13	model	1	0.5	-0.025393314470687156
14	model	1	0.5	-0.04993661016889295
15	model	1	0.5	-0.07795515123007046
16	model	1	0.5	-0.027733741629522135
17	model	1	0.5	-0.05147432611002778
18	model	1	0.5	-0.028130622811552874
19	model	1	0.5	-0.004892160176533378
20	model	1	0.5	-0.02760505465234142
21	model	1	0.5	-0.023576195168624747
22	model	1	0.5	-0.031021584150553227
23	model	1	0.5	-0.031317769032705445
24	model	1	0.5	-0.012335035419494211
0	model	1	0.4	-0.010593237143745493
1	model	1	0.4	-0.0391472530467426
2	model	1	0.4	-0.07189391557261893
3	model	1	0.4	-0.06363363639949615
4	model	1	0.4	-0.022621830994689063
5	model	1	0.4	-0.04156741247741014
6	model	1	0.4	-0.07302177496623419
7	model	1	0.4	-0.030539171965456857
8	model	1	0.4	-0.06975018387644794
9	model	1	0.4	-0.04911675743315813
10	model	1	0.4	-0.07458479183716615
11	model	1	0.4	-0.10195439494221015
12	model	1	0.4	-0.053213398575008286
13	model	1	0.4	-0.03060820395861852
14	model	1	0.4	-0.08350123768555273
15	model	1	0.4	-0.08436674728019711
16	model	1	0.4	-0.030773497978144326
17	model	1	0.4	-0.041622939091728206
18	model	1	0.4	-0.04903836515001081
19	model	1	0.4	-0.008489405207302458
20	model	1	0.4	-0.05008428006577659
21	model	1	0.4	-0.03892734725477842
22	model	1	0.4	-0.04302670667539177
23	model	1	0.4	-0.04530375021943722
24	model	1	0.4	-0.030308692351538102
0	model	1	0.1	-0.05635366069638914
1	model	1	0.1	-0.17984782863540538
2	model	1	0.1	-0.32731987429540266
3	model	1	0.1	-0.25712431307222494
4	model	1	0.1	-0.15233876808384972
5	model	1	0.1	-0.2352786722620377
6	model	1	0.1	-0.317778192908694
7	model	1	0.1	-0.22073325744586803
8	model	1	0.1	-0.32552297399380914
9	model	1	0.1	-0.3311453835483661
10	model	1	0.1	-0.35215598494704103
11	model	1	0.1	-0.32991447404766083
12	model	1	0.1	-0.30336057736052946
13	model	1	0.1	-0.14878428678687472
14	model	1	0.1	-0.28304127647542854
15	model	1	0.1	-0.34712601294204615
16	model	1	0.1	-0.20515892023006865
17	model	1	0.1	-0.2532481444565011
18	model	1	0.1	-0.2419173511921946
19	model	1	0.1	-0.08949680821086348
20	model	1	0.1	-0.26672092851104656
21	model	1	0.1	-0.3044282531263295
22	model	1	0.1	-0.19895970766702775
23	model	1	0.1	-0.2086862338801012
24	model	1	0.1	-0.22302198790097705
0	model	1	0.05	-0.12510704317633492
1	model	1	0.05	-0.29735718957086665
2	model	1	0.05	-0.46585550370625683
3	model	1	0.05	-0.3665316554773572
4	model	1	0.05	-0.2675586143087526
5	model	1	0.05	-0.3744229255707934
6	model	1	0.05	-0.5100805597734805
7	model	1	0.05	-0.3950124932807456
8	model	1	0.05	-0.5107554116611663
9	model	1	0.05	-0.5141208955160484
10	model	1	0.05	-0.5348449241197146
11	model	1	0.05	-0.5081691835854545
12	model	1	0.05	-0.49037700437454035
13	model	1	0.05	-0.25167025077001337
14	model	1	0.05	-0.4266732405742575
15	model	1	0.05	-0.5600315930188612
16	model	1	0.05	-0.3668930160664958
17	model	1	0.05	-0.4028884963017143
18	model	1	0.05	-0.35008736544238583
19	model	1	0.05	-0.19332434331277137
20	model	1	0.05	-0.3861521300699493
21	model	1	0.05	-0.5162977066892532
22	model	1	0.05	-0.33598010293952796
23	model	1	0.05	-0.43090345708487665
24	model	1	0.05	-0.4266220696236166
